id,title,price
469,Product 469,6739.11
470,Product 470,3782.99
471,Product 471,7771.68
472,Product 472,4085.94
473,Product 473,8645.15
474,Product 474,1919.71
475,Product 475,878.33
476,Product 476,3082.79
477,Product 477,2347.67
478,Product 478,7425.21
479,Product 479,5188.34
480,Product 480,9077.46
481,Product 481,491.53
482,Product 482,8674.75
483,Product 483,7615.16
484,Product 484,4713.55
485,Product 485,3277.88
486,Product 486,7178.35
487,Product 487,7903.99
488,Product 488,9557.94
489,Product 489,2258.95
490,Product 490,4990.77
491,Product 491,5373.15
492,Product 492,227.58
493,Product 493,7487.9
494,Product 494,3596.68
495,Product 495,7446.42
496,Product 496,3455.91
497,Product 497,9048.43
498,Product 498,4497.42
499,Product 499,2626.85
500,Product 500,5552.8
501,Product 501,7005.92
502,Product 502,3571.01
503,Product 503,9361.15
504,Product 504,588.39
505,Product 505,902.52
506,Product 506,9685.55
507,Product 507,105.53
508,Product 508,71.16
509,Product 509,1060.65
510,Product 510,3016.7
511,Product 511,6827.22
512,Product 512,8892.11
513,Product 513,9164.84
514,Product 514,53.26
515,Product 515,162.48
516,Product 516,5871.49
517,Product 517,4859.31
518,Product 518,370.41
519,Product 519,9500.77
520,Product 520,2371.76
521,Product 521,8428.56
522,Product 522,4908.48
523,Product 523,5375.9
524,Product 524,9129.36
525,Product 525,7021.16
526,Product 526,6715.91
527,Product 527,8718.97
528,Product 528,9710.4
529,Product 529,3331.77
530,Product 530,2898.02
531,Product 531,3764.17
532,Product 532,8809.4
533,Product 533,1174.07
534,Product 534,859.16
535,Product 535,2697.31
536,Product 536,4987.43
537,Product 537,1957.37
538,Product 538,2833.81
539,Product 539,498.35
540,Product 540,385.29
541,Product 541,9722.24
542,Product 542,173.12
543,Product 543,7852.97
544,Product 544,4449.43
545,Product 545,95.49
546,Product 546,2886.33
547,Product 547,8494.59
548,Product 548,4772.72
549,Product 549,292.68
550,Product 550,532.46
551,Product 551,4887.06
552,Product 552,5779.14
553,Product 553,3126.01
554,Product 554,7715.7
555,Product 555,2769.49
556,Product 556,5170.79
557,Product 557,7868.38
558,Product 558,1158.62
559,Product 559,758.69
560,Product 560,8807.96
561,Product 561,4779.3
562,Product 562,5610.73
563,Product 563,5940.93
564,Product 564,7006.88
565,Product 565,8115.91
566,Product 566,2695.35
567,Product 567,183.43
568,Product 568,9117.23
569,Product 569,4532.65
570,Product 570,206.16
571,Product 571,4757.53
572,Product 572,8680.65
573,Product 573,9915.28
574,Product 574,9335.31
575,Product 575,2789.24
576,Product 576,8473.59
577,Product 577,7900.55
578,Product 578,3848.51
579,Product 579,39.17
580,Product 580,3302.17
581,Product 581,7599.93
582,Product 582,8317.72
583,Product 583,4562.54
584,Product 584,8543.79
585,Product 585,6376.29
586,Product 586,2180.79
587,Product 587,4911.74
588,Product 588,4119.66
589,Product 589,5914.58
590,Product 590,2617.67
591,Product 591,4717.14
592,Product 592,6834.22
593,Product 593,6283.03
594,Product 594,2016.36
595,Product 595,8718.67
596,Product 596,8832.17
597,Product 597,3198.77
598,Product 598,5147.18
599,Product 599,1619.17
600,Product 600,6300.48
601,Product 601,8291.8
602,Product 602,7072.35
603,Product 603,6492.19
604,Product 604,482.4
605,Product 605,803.98
606,Product 606,5288.48
607,Product 607,3900.37
608,Product 608,2572.34
609,Product 609,1864.63
610,Product 610,8632.82
611,Product 611,6367.1
612,Product 612,5125.04
613,Product 613,9252.05
614,Product 614,1079.72
615,Product 615,5392.99
616,Product 616,5239.28
617,Product 617,1380.23
618,Product 618,712.12
619,Product 619,9819.83
620,Product 620,8965.96
621,Product 621,4142.69
622,Product 622,2873.45
623,Product 623,5018.78
624,Product 624,2142.15
625,Product 625,3200.36
626,Product 626,1788.59
627,Product 627,2115.65
628,Product 628,167.53
629,Product 629,7318.09
630,Product 630,6788.21
631,Product 631,5265.09
632,Product 632,8115.99
633,Product 633,5434.47
634,Product 634,7679.09
635,Product 635,2846.83
636,Product 636,3015.37
637,Product 637,1292.11
638,Product 638,8773.54
639,Product 639,5380.79
640,Product 640,2129.52
641,Product 641,4660.61
642,Product 642,2624.56
643,Product 643,8944.53
644,Product 644,4641.9
645,Product 645,7452.25
646,Product 646,2608.66
647,Product 647,7924.85
648,Product 648,9266.56
649,Product 649,6360.22
650,Product 650,8156.93
651,Product 651,5047.28
652,Product 652,7001.91
653,Product 653,1041.87
654,Product 654,7655.21
655,Product 655,9800.41
656,Product 656,6494.65
657,Product 657,8324.8
658,Product 658,1817.76
659,Product 659,8608.84
660,Product 660,9295.6
661,Product 661,8430.67
662,Product 662,4684.34
663,Product 663,1407.1
664,Product 664,3666.24
665,Product 665,8792.22
666,Product 666,298.84
667,Product 667,9628.21
668,Product 668,8534.2
669,Product 669,4681.21
670,Product 670,598.41
671,Product 671,44.53
672,Product 672,3697.7
673,Product 673,3570.31
674,Product 674,4075.08
675,Product 675,7384.72
676,Product 676,8443.76
677,Product 677,1919.23
678,Product 678,5367.7
679,Product 679,6199.61
680,Product 680,8371.55
681,Product 681,8905.89
682,Product 682,3100.12
683,Product 683,9060.87
684,Product 684,9402.09
685,Product 685,1515.62
686,Product 686,7002.39
687,Product 687,3850.62
688,Product 688,8707.11
689,Product 689,9356.68
690,Product 690,5634.75
691,Product 691,7635.83
692,Product 692,4604.51
693,Product 693,5587.88
694,Product 694,2880.1
695,Product 695,8420.87
696,Product 696,1345
697,Product 697,2424.19
698,Product 698,4778.66
699,Product 699,8932.38
700,Product 700,153.41
701,Product 701,5828.81
702,Product 702,8249.37
703,Product 703,8514.63
704,Product 704,4890.75
705,Product 705,4205.21
706,Product 706,9775.71
707,Product 707,200.09
708,Product 708,9267.14
709,Product 709,170.3
710,Product 710,5229.33
711,Product 711,68.25
712,Product 712,2662.74
713,Product 713,2819.85
714,Product 714,1663.12
715,Product 715,5117.62
716,Product 716,3303.47
717,Product 717,290.02
718,Product 718,8125.94
719,Product 719,4049.28
720,Product 720,789.98
721,Product 721,8873.81
722,Product 722,5334.75
723,Product 723,2596.82
724,Product 724,4792.96
725,Product 725,5468.82
726,Product 726,3385
727,Product 727,1336.35
728,Product 728,3104.88
729,Product 729,4712.87
730,Product 730,2589.03
731,Product 731,9271.56
732,Product 732,177.45
733,Product 733,806.61
734,Product 734,5002.38
735,Product 735,912.63
736,Product 736,6776.38
737,Product 737,6727.17
738,Product 738,3231.49
739,Product 739,8054.1
740,Product 740,2449.15
741,Product 741,304.66
742,Product 742,8711.67
743,Product 743,5.76
744,Product 744,5128.75
745,Product 745,7463.36
746,Product 746,3802.65
747,Product 747,7641.73
748,Product 748,6385.51
749,Product 749,7821.95
750,Product 750,769.67
751,Product 751,7306.96
752,Product 752,6591.39
753,Product 753,6802.24
754,Product 754,6001.14
755,Product 755,356.54
756,Product 756,1575.25
757,Product 757,1413.54
758,Product 758,9659.86
759,Product 759,2902.15
760,Product 760,1224.89
761,Product 761,3959.73
762,Product 762,9372.67
763,Product 763,8201.16
764,Product 764,930.81
765,Product 765,9058.69
766,Product 766,1534.41
767,Product 767,1047.99
768,Product 768,8768.74
769,Product 769,4569.08
770,Product 770,5335.07
771,Product 771,9513.25
772,Product 772,4882.58
773,Product 773,6286.55
774,Product 774,2714.8
775,Product 775,4425.54
776,Product 776,4655.91
777,Product 777,9602.06
778,Product 778,2109.65
779,Product 779,1101.54
780,Product 780,3950.24
781,Product 781,8707.26
782,Product 782,5071.53
783,Product 783,1004.38
784,Product 784,2939.69
785,Product 785,5386.92
786,Product 786,2629.27
787,Product 787,3246.23
788,Product 788,4886.41
789,Product 789,4956.29
790,Product 790,2603.11
791,Product 791,7150.05
792,Product 792,7578.09
793,Product 793,6480.97
794,Product 794,9993.39
795,Product 795,7446.7
796,Product 796,8088.08
797,Product 797,8059.73
798,Product 798,34.77
799,Product 799,3107.56
800,Product 800,6021.04
801,Product 801,5655.63
802,Product 802,7540.49
803,Product 803,9299.01
804,Product 804,6470.98
805,Product 805,5728.47
806,Product 806,6757.11
807,Product 807,9493.84
808,Product 808,1545.85
809,Product 809,7751.64
810,Product 810,3108.01
811,Product 811,1386.46
812,Product 812,8502.34
813,Product 813,2588.99
814,Product 814,1925.01
815,Product 815,5931.88
816,Product 816,3286.05
817,Product 817,6662.43
818,Product 818,9550.33
819,Product 819,3565.59
820,Product 820,587.27
821,Product 821,9858.65
822,Product 822,9037.14
823,Product 823,5459.43
824,Product 824,5399.06
825,Product 825,7203.23
826,Product 826,6084.9
827,Product 827,530.73
828,Product 828,6504.04
829,Product 829,473.2
830,Product 830,816.42
831,Product 831,845.05
832,Product 832,9318.05
833,Product 833,6123.97
834,Product 834,7537.03
835,Product 835,9039.77
836,Product 836,4083.69
837,Product 837,174.4
838,Product 838,7711.58
839,Product 839,1444.29
840,Product 840,5533.07
841,Product 841,9023.58
842,Product 842,1053.45
843,Product 843,9683.97
844,Product 844,1829.2
845,Product 845,7565.58
846,Product 846,5840.4
847,Product 847,1728.89
848,Product 848,3847
849,Product 849,2423.66
850,Product 850,2355.16
851,Product 851,584.7
852,Product 852,669.49
853,Product 853,8642.77
854,Product 854,2694.66
855,Product 855,5121.74
856,Product 856,3551.6
857,Product 857,2759.24
858,Product 858,6099.64
859,Product 859,2899.87
860,Product 860,8543.72
861,Product 861,3809.53
862,Product 862,1427.33
863,Product 863,9270.43
864,Product 864,7468.74
865,Product 865,6544.41
866,Product 866,7423.04
867,Product 867,522.81
868,Product 868,8011
869,Product 869,7882.99
870,Product 870,7042.17
871,Product 871,1392.24
872,Product 872,6302.49
873,Product 873,8470.81
874,Product 874,4232.35
875,Product 875,8856.52
876,Product 876,9581.01
877,Product 877,6099.04
878,Product 878,306.16
879,Product 879,4823.32
880,Product 880,2247.08
881,Product 881,6696.55
882,Product 882,2318.07
883,Product 883,46.02
884,Product 884,5960.71
885,Product 885,1624.58
886,Product 886,7704.95
887,Product 887,404.91
888,Product 888,3296.19
889,Product 889,7083.57
890,Product 890,7857.61
891,Product 891,4551.68
892,Product 892,4912.5
893,Product 893,2584.39
894,Product 894,8261.78
895,Product 895,8839.46
896,Product 896,2198.81
897,Product 897,641.17
898,Product 898,4379.77
899,Product 899,1446.26
900,Product 900,919.16
901,Product 901,9110.73
902,Product 902,540.12
903,Product 903,2649.34
904,Product 904,6507.09
905,Product 905,933.46
906,Product 906,3760.55
907,Product 907,2318.54
908,Product 908,8350.86
909,Product 909,3423.21
910,Product 910,5650.24
911,Product 911,8871.08
912,Product 912,8661.35
913,Product 913,708.73
914,Product 914,3320.7
915,Product 915,6166.32
916,Product 916,1329.58
917,Product 917,8446.97
918,Product 918,4580.25
919,Product 919,6117.84
920,Product 920,7557.66
921,Product 921,9508.33
922,Product 922,3595.21
923,Product 923,5161.66
924,Product 924,7986.17
925,Product 925,2976.82
926,Product 926,671.72
927,Product 927,2143.05
928,Product 928,5543.33
929,Product 929,6513.01
930,Product 930,3845.18
931,Product 931,3671.01
932,Product 932,9305.48
933,Product 933,3895.22
934,Product 934,560.25
935,Product 935,537.88
936,Product 936,7285.43
937,Product 937,5384.54
938,Product 938,4882.2
939,Product 939,5413.33
940,Product 940,5254.78
941,Product 941,8451.91
942,Product 942,9401.39
943,Product 943,7695.51
944,Product 944,9457.98
945,Product 945,360.31
946,Product 946,1275.8
947,Product 947,6138.63
948,Product 948,3390.86
949,Product 949,2113.03
950,Product 950,8702.08
951,Product 951,3674.88
952,Product 952,2692.73
953,Product 953,5358.85
954,Product 954,7514.05
955,Product 955,1710.16
956,Product 956,7641.03
957,Product 957,9987.48
958,Product 958,7578.04
959,Product 959,3096.81
960,Product 960,9739.25
961,Product 961,354.01
962,Product 962,5187.78
963,Product 963,3972.72
964,Product 964,7453.42
965,Product 965,2338.32
966,Product 966,757.33
967,Product 967,4705.32
968,Product 968,6279.28
969,Product 969,1775.63
970,Product 970,768.57
971,Product 971,9290.05
972,Product 972,11.83
973,Product 973,7187.16
974,Product 974,9150.51
975,Product 975,726.81
976,Product 976,3340.86
977,Product 977,6194.49
978,Product 978,6051.09
979,Product 979,7134.19
980,Product 980,710.47
981,Product 981,5519.21
982,Product 982,1307.55
983,Product 983,9660.19
984,Product 984,2757.57
985,Product 985,9049.39
986,Product 986,5829.79
987,Product 987,8609.4
988,Product 988,9583.94
989,Product 989,7096.81
990,Product 990,6581.97
991,Product 991,8630.43
992,Product 992,9618.03
993,Product 993,2674.22
994,Product 994,9880.46
995,Product 995,7293.71
996,Product 996,3887.66
997,Product 997,7389.37
998,Product 998,3322.4
999,Product 999,3938.69
1000,Product 1000,8151.12
1001,Product 1001,382.61
1002,Product 1002,8816.91
1003,Product 1003,7280.7
1004,Product 1004,9524.19
1005,Product 1005,8627.41
1006,Product 1006,7911.97
1007,Product 1007,941.55
1008,Product 1008,9992.16
1009,Product 1009,5868.33
1010,Product 1010,5893.1
1011,Product 1011,5804.43
1012,Product 1012,6510.6
1013,Product 1013,488.54
1014,Product 1014,2975.68
1015,Product 1015,6892.3
1016,Product 1016,6275.42
1017,Product 1017,9678.88
1018,Product 1018,9320.95
1019,Product 1019,330.37
1020,Product 1020,6182.41
1021,Product 1021,8423.29
1022,Product 1022,5576.35
1023,Product 1023,2877.18
1024,Product 1024,7498.2
1025,Product 1025,7020.37
1026,Product 1026,2174.32
1027,Product 1027,2494.99
1028,Product 1028,329.18
1029,Product 1029,128.41
1030,Product 1030,8719.08
1031,Product 1031,3479.1
1032,Product 1032,7601.82
1033,Product 1033,3651.35
1034,Product 1034,9449.25
1035,Product 1035,3776.99
1036,Product 1036,4957.24
1037,Product 1037,3175.69
1038,Product 1038,1984.92
1039,Product 1039,5302.03
1040,Product 1040,1214.9
1041,Product 1041,9123.44
1042,Product 1042,4350.95
1043,Product 1043,282.89
1044,Product 1044,3874.78
1045,Product 1045,9303.84
1046,Product 1046,9613.78
1047,Product 1047,7988.5
1048,Product 1048,5504.13
1049,Product 1049,9126.55
1050,Product 1050,8377.77
1051,Product 1051,6529.78
1052,Product 1052,9794.69
1053,Product 1053,3381.58
1054,Product 1054,6857
1055,Product 1055,3863.31
1056,Product 1056,577.91
1057,Product 1057,1196.6
1058,Product 1058,2272.49
1059,Product 1059,608.13
1060,Product 1060,3150.31
1061,Product 1061,7549.35
1062,Product 1062,7919.91
1063,Product 1063,4836.14
1064,Product 1064,4888.13
1065,Product 1065,543.41
1066,Product 1066,7411.22
1067,Product 1067,5607.39
1068,Product 1068,1319.61
1069,Product 1069,3547.85
1070,Product 1070,1314.68
1071,Product 1071,7695.85
1072,Product 1072,4575.54
1073,Product 1073,5256.65
1074,Product 1074,9700.22
1075,Product 1075,4687.19
1076,Product 1076,3452.96
1077,Product 1077,8740.93
1078,Product 1078,943.72
1079,Product 1079,1429.29
1080,Product 1080,8203.78
1081,Product 1081,2647.7
1082,Product 1082,551.01
1083,Product 1083,9677.06
1084,Product 1084,8599.84
1085,Product 1085,3840.78
1086,Product 1086,3734.02
1087,Product 1087,2697.57
1088,Product 1088,827.55
1089,Product 1089,985.14
1090,Product 1090,2003.97
1091,Product 1091,5587.29
1092,Product 1092,7329.86
1093,Product 1093,2843.2
1094,Product 1094,7142.67
1095,Product 1095,8102.36
1096,Product 1096,3840.32
1097,Product 1097,3381.74
1098,Product 1098,5570.93
1099,Product 1099,5914.01
1100,Product 1100,9543.3
1101,Product 1101,8180.79
1102,Product 1102,2353.97
1103,Product 1103,4375.25
1104,Product 1104,9546.55
1105,Product 1105,3090.76
1106,Product 1106,6866.79
1107,Product 1107,6120.99
1108,Product 1108,3666.55
1109,Product 1109,6601.81
1110,Product 1110,1488.27
1111,Product 1111,122.88
1112,Product 1112,1904.19
1113,Product 1113,1969.38
1114,Product 1114,600.79
1115,Product 1115,5181.25
1116,Product 1116,4927.8
1117,Product 1117,3782.59
1118,Product 1118,9643.12
1119,Product 1119,5260.61
1120,Product 1120,7382.34
1121,Product 1121,6367.01
1122,Product 1122,2997.44
1123,Product 1123,7561.11
1124,Product 1124,2908.17
1125,Product 1125,8181.24
1126,Product 1126,5086.74
1127,Product 1127,6767.71
1128,Product 1128,2379.71
1129,Product 1129,7196.4
1130,Product 1130,1217.72
1131,Product 1131,529.59
1132,Product 1132,1063.72
1133,Product 1133,7140.57
1134,Product 1134,3424.32
1135,Product 1135,1896.66
1136,Product 1136,6149
1137,Product 1137,3445.21
1138,Product 1138,1850.61
1139,Product 1139,4175.92
1140,Product 1140,3413.57
1141,Product 1141,747.87
1142,Product 1142,4057.47
1143,Product 1143,2469.59
1144,Product 1144,672.58
1145,Product 1145,886.08
1146,Product 1146,3045.41
1147,Product 1147,4018.02
1148,Product 1148,6089.47
1149,Product 1149,1459.54
1150,Product 1150,9756.99
1151,Product 1151,6394.46
1152,Product 1152,1434.83
1153,Product 1153,242.76
